epoch,acc,loss,lr,val_acc,val_loss
0,0.7353006601333618,0.6200100779533386,0.0002,0.08371677994728088,0.7937844395637512
1,0.8338057994842529,0.4244946837425232,0.0002,0.08371677994728088,0.7874864339828491
2,0.8551198244094849,0.32538583874702454,0.0002,0.8136380314826965,0.7936935424804688
3,0.8623075485229492,0.2477521151304245,0.0002,0.8134512901306152,0.8031916618347168
4,0.8656144738197327,0.19411881268024445,0.0002,0.8127477765083313,0.8118361234664917
5,0.8683105707168579,0.16002550721168518,0.0002,0.8106507062911987,0.8519148826599121
6,0.8696660399436951,0.13780370354652405,0.0002,0.8108700513839722,0.8766549229621887
7,0.8704012036323547,0.125083327293396,0.0002,0.8123235106468201,0.8355902433395386
8,0.8702678680419922,0.11837947368621826,0.0002,0.8132396936416626,0.7030887603759766
9,0.8713197112083435,0.10656119138002396,0.0002,0.8151495456695557,0.5365025401115417
10,0.8722681999206543,0.09664188325405121,0.0002,0.815741240978241,0.5929012298583984
11,0.8725876212120056,0.09191911667585373,0.0002,0.7771474123001099,0.5128336548805237
12,0.8730102181434631,0.08683719485998154,0.0002,0.8103134632110596,0.4504656493663788
13,0.8730190396308899,0.08535470068454742,0.0002,0.8335826396942139,0.32045307755470276
14,0.8729857802391052,0.0842551738023758,0.0002,0.8688942193984985,0.17949308454990387
15,0.8709424734115601,0.0949876680970192,0.0002,0.8516834378242493,0.2332952916622162
16,0.8699910044670105,0.09904814511537552,0.0002,0.877253532409668,0.14141333103179932
17,0.8724527955055237,0.08297974616289139,0.0002,0.878775954246521,0.12599295377731323
18,0.8733161687850952,0.07708621770143509,0.0002,0.882359504699707,0.1027645394206047
19,0.873911440372467,0.07279016822576523,0.0002,0.8830026388168335,0.09837135672569275
20,0.8743283748626709,0.06971371918916702,0.0002,0.8837840557098389,0.09326393902301788
21,0.8744003772735596,0.06901822984218597,0.0002,0.8836638331413269,0.09256594628095627
22,0.8740735650062561,0.07081077992916107,0.0002,0.8835399150848389,0.09342116117477417
23,0.8738144636154175,0.0711536556482315,0.0002,0.8833329081535339,0.09536731243133545
24,0.8746246695518494,0.06641246378421783,0.0002,0.8839468955993652,0.09092166274785995
25,0.8753130435943604,0.062369752675294876,0.0002,0.8832725286483765,0.09332737326622009
26,0.8753897547721863,0.061491284519433975,0.0002,0.8836981654167175,0.0914912149310112
27,0.8754427433013916,0.06092766299843788,0.0002,0.8837337493896484,0.09133994579315186
28,0.8756044507026672,0.05964278802275658,0.0002,0.8819097280502319,0.1005183607339859
29,0.8757351040840149,0.058854907751083374,0.0002,0.8833907246589661,0.0933360755443573
30,0.8759455680847168,0.05722698196768761,0.0002,0.8821062445640564,0.10053052753210068
31,0.8761167526245117,0.05596982315182686,0.0002,0.8832880258560181,0.09349894523620605
32,0.8759549260139465,0.0565972626209259,0.0002,0.8835998177528381,0.09191502630710602
33,0.8761938214302063,0.05524066090583801,0.0002,0.8821172118186951,0.09964825958013535
34,0.8761560320854187,0.055288463830947876,0.0002,0.8830994367599487,0.0945282056927681
35,0.8765929341316223,0.05219412222504616,2e-05,0.8838890194892883,0.09109576791524887
36,0.877028226852417,0.04958495497703552,2e-05,0.8838250637054443,0.09110303968191147
37,0.877244770526886,0.048224013298749924,2e-05,0.8837965726852417,0.09104959666728973
38,0.8774097561836243,0.04723703861236572,2e-05,0.8838040828704834,0.09096787124872208
39,0.8775379657745361,0.04642951115965843,2e-05,0.8837988376617432,0.09094177186489105
40,0.8776469230651855,0.04572305828332901,2e-05,0.8837974667549133,0.09086980670690536
41,0.8777461051940918,0.04508806765079498,2e-05,0.8837924599647522,0.09082989394664764
42,0.8778372406959534,0.044510215520858765,2e-05,0.8837870359420776,0.0908149778842926
43,0.8779227137565613,0.04397287592291832,2e-05,0.8837897181510925,0.09079751372337341
44,0.8780003786087036,0.04346916079521179,2e-05,0.8837738037109375,0.09081541001796722
45,0.8780739903450012,0.0429968535900116,2e-05,0.8837735652923584,0.09079894423484802
46,0.8781394362449646,0.04254667088389397,2e-05,0.8837507963180542,0.09085942804813385
47,0.8782050013542175,0.04212306812405586,2e-05,0.883745551109314,0.09089107066392899
48,0.878265917301178,0.04170505329966545,2e-05,0.8837266564369202,0.09095846116542816
49,0.8783242702484131,0.04130930081009865,2e-05,0.8837018609046936,0.09107077866792679
50,0.8783727884292603,0.040938012301921844,2e-05,0.8836922645568848,0.0910591259598732
51,0.8784185647964478,0.04059533402323723,2e-05,0.8836326003074646,0.0912468209862709
52,0.8784576654434204,0.04028256982564926,2e-05,0.883679986000061,0.09104965627193451
53,0.8784890174865723,0.040087584406137466,2e-06,0.8836016058921814,0.09117817878723145
54,0.8785131573677063,0.03990713506937027,2e-06,0.8835920691490173,0.09121031314134598
55,0.8785315155982971,0.039795029908418655,2e-06,0.8835870623588562,0.09120914340019226
56,0.8785460591316223,0.03970831632614136,2e-06,0.8835879564285278,0.09120641648769379
57,0.8785590529441833,0.03963540121912956,2e-06,0.8835893273353577,0.09120604395866394
58,0.8785694241523743,0.0395706482231617,2e-06,0.8835875391960144,0.09120894968509674
59,0.8785796761512756,0.039510782808065414,2e-06,0.8835890889167786,0.09121433645486832
60,0.8785895705223083,0.03945387899875641,2e-06,0.8835875391960144,0.09121920168399811
61,0.8785979151725769,0.039398904889822006,2e-06,0.8835843205451965,0.09122510254383087
62,0.8786071538925171,0.039345089346170425,2e-06,0.8835831880569458,0.09123110771179199
63,0.8786134719848633,0.039289142936468124,2e-07,0.8835813403129578,0.09123905748128891
