epoch,acc,loss,lr,val_acc,val_loss
0,0.1940545290708542,0.8004820346832275,0.0002,0.502905547618866,0.7901250720024109
1,0.19335821270942688,0.7907429933547974,0.0002,0.0826910212635994,0.7888242602348328
0,0.18421469628810883,0.7845165729522705,0.0002,0.08241818845272064,0.7864958643913269
1,0.18656152486801147,0.7786252498626709,0.0002,0.08241818845272064,0.7842121124267578
2,0.1876104772090912,0.7727464437484741,0.0002,0.08241818845272064,0.7819498181343079
3,0.28825026750564575,0.7640780210494995,0.0002,0.7877315878868103,0.9145442843437195
4,0.44833558797836304,0.7580218315124512,0.0002,0.7847103476524353,0.8497254848480225
5,0.5223116278648376,0.7398152351379395,0.0002,0.25816118717193604,0.7802637815475464
6,0.5574291348457336,0.7201212048530579,0.0002,0.09712766110897064,0.7741870880126953
7,0.5644835233688354,0.7110909819602966,0.0002,0.08247625827789307,0.7669296264648438
8,0.5943554639816284,0.7013982534408569,0.0002,0.11067268252372742,0.773225724697113
9,0.6347948908805847,0.6804372072219849,0.0002,0.10655508190393448,0.771882176399231
10,0.6422253847122192,0.6643627882003784,0.0002,0.1142653301358223,0.7732118964195251
11,0.6562852263450623,0.6565456390380859,0.0002,0.7288002967834473,0.8116649389266968
12,0.6553496718406677,0.6515231132507324,0.0002,0.19404374063014984,0.7812976241111755
13,0.6606320738792419,0.6514941453933716,0.0002,0.4627382755279541,0.8150011897087097
14,0.6663909554481506,0.6506890654563904,0.0002,0.12257248908281326,0.7721120119094849
15,0.6689141392707825,0.6508139967918396,0.0002,0.2058827430009842,0.7830007672309875
16,0.6800864934921265,0.6644868850708008,0.0002,0.7141487002372742,0.8480489253997803
17,0.6657752394676208,0.6500737071037292,0.0002,0.7818569540977478,0.8978530764579773
18,0.6830170750617981,0.6431969404220581,2e-05,0.7014155387878418,0.8874200582504272
19,0.677722692489624,0.6376113295555115,2e-05,0.6244873404502869,0.8546965718269348
20,0.6755127310752869,0.6350861191749573,2e-05,0.5986314415931702,0.8482294082641602
21,0.6766464710235596,0.6337617635726929,2e-05,0.5790863037109375,0.8480005264282227
22,0.6780886054039001,0.6320692300796509,2e-05,0.5825322866439819,0.8532044291496277
23,0.6803963780403137,0.6309477686882019,2e-05,0.5836719274520874,0.8555929064750671
24,0.6794425249099731,0.6299937963485718,2e-05,0.5876612663269043,0.8661609292030334
25,0.6805381178855896,0.629001796245575,2e-05,0.5920451283454895,0.8753451704978943
26,0.6824384331703186,0.628082275390625,2e-05,0.6161171197891235,0.8844752311706543
27,0.6832011342048645,0.6271106600761414,2e-05,0.6173906326293945,0.8846628069877625
